number,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,body_type,mileage,engine,max_power,seats
2697,Toyota Fortuner 4x2 AT,2015,1500000,80000,Diesel,Individual,Automatic,Second Owner,Hatchback,12.55,2982,362,7
2698,Hyundai Grand i10 Asta Option,2016,450000,40000,Petrol,Individual,Manual,First Owner,Van,18.9,1197,132,5
2699,Mercedes-Benz GLA Class 200 D Sport Edition,2017,2199000,10000,Diesel,Individual,Automatic,Second Owner,MUV/SUV,17.9,2143,334,5
2700,Mercedes-Benz M-Class ML 350 CDI,2013,3600000,50000,Diesel,Individual,Automatic,First Owner,Hatchback,11.74,2987,337,5
2701,Ford Fiesta Classic 1.6 SXI Duratec,2008,285000,60000,Petrol,Individual,Manual,Second Owner,Wagon,15.3,1596,191,5
2702,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,465000,210000,Diesel,Individual,Manual,Second Owner,Sedan,12.8,2494,301,8
2703,BMW 3 Series 320d Highline,2009,1100000,60000,Diesel,Individual,Automatic,Second Owner,Van,16.07,1995,206,5
2704,Volkswagen Vento Diesel Highline,2011,350000,110000,Diesel,Individual,Manual,Second Owner,Wagon,20.54,1598,165,5
2705,Maruti Ertiga BSIV LXI,2017,600000,35000,Petrol,Individual,Manual,First Owner,Hatchback,17.5,1373,145,7
2706,Maruti Baleno Delta 1.2,2017,570000,35000,Petrol,Individual,Manual,First Owner,Van,21.4,1197,102,5
2707,Maruti Alto K10 VXI,2016,325000,20000,Petrol,Individual,Manual,First Owner,Wagon,23.95,998,88,5
2708,Mahindra XUV500 AT W6 1.99 mHawk,2016,975000,54000,Diesel,Individual,Automatic,First Owner,Coupe,16,1997,253,7
2709,Hyundai i20 2015-2017 Sportz Option 1.2,2015,480000,60000,Petrol,Individual,Manual,First Owner,Wagon,18.6,1197,120,5
2710,Maruti Alto 800 Base,2014,185000,10300,Petrol,Individual,Manual,First Owner,Van,22.74,796,53,5
2711,Hyundai Creta 1.6 CRDi AT SX Plus,2015,1050000,50000,Diesel,Individual,Automatic,First Owner,MUV/SUV,17.01,1582,199,5
2712,Maruti Baleno Alpha,2019,760000,3000,Petrol,Individual,Manual,First Owner,Jeep,21.01,1197,128,5
2713,Volkswagen Polo 2015-2019 1.0 MPI Trendline,2019,570000,5000,Petrol,Individual,Manual,First Owner,Van,18.78,999,96,5
2714,Ford Fiesta 1.6 SXI ABS Duratec,2006,130000,145000,Petrol,Individual,Manual,First Owner,Hatchback,19.41878336,1458,183,7
2715,Maruti Baleno Alpha 1.2,2018,700000,13000,Petrol,Individual,Manual,First Owner,Wagon,21.4,1197,130,5
2716,Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,2015,775000,30000,Petrol,Individual,Automatic,First Owner,Van,15.63,1499,192,5
2717,BMW 7 Series 730Ld,2007,750000,60000,Diesel,Individual,Automatic,Second Owner,Convertible,14.49,2993,315,5
2718,Chevrolet Spark 1.0 LS,2010,140000,100000,Petrol,Individual,Manual,Second Owner,Wagon,18,995,113,5
2719,Maruti Alto 800 Base,2016,220000,40000,Petrol,Individual,Manual,First Owner,Coupe,22.74,796,57,5
2720,Toyota Qualis GS G1,2002,210000,275000,Diesel,Individual,Manual,Fourth & Above Owner,MUV/SUV,19.41878336,1458,154,7
2721,Hyundai i20 2015-2017 Sportz 1.2,2017,440000,50000,Petrol,Individual,Manual,Second Owner,Wagon,18.6,1197,108,5
2722,Hyundai i20 Active 1.4 SX,2017,650000,80000,Diesel,Individual,Manual,First Owner,Convertible,21.19,1396,166,5
2723,Mahindra TUV 300 T8 AMT,2017,660000,50000,Diesel,Individual,Automatic,First Owner,Hatchback,18.49,1493,183,7
2724,Maruti Eeco CNG 5 Seater AC BSIV,2017,380000,30000,CNG,Individual,Manual,First Owner,MUV/SUV,21.94,1196,126,5
2725,Toyota Corolla Altis Diesel D4DG,2012,415000,125000,Diesel,Individual,Manual,Second Owner,Coupe,21.43,1364,190,5
2726,Hyundai i10 Magna 1.1L,2012,225000,110000,Petrol,Individual,Manual,First Owner,Sedan,19.81,1086,123,5
2727,Maruti Ertiga VDI,2013,600000,30000,Diesel,Individual,Manual,Second Owner,Convertible,20.77,1248,158,7
2728,Maruti Ertiga ZDI,2014,620000,148000,Diesel,Individual,Manual,Second Owner,Jeep,20.77,1248,191,7
2729,Mahindra TUV 300 T6 Plus,2016,750000,35000,Diesel,Individual,Manual,First Owner,Van,18.49,1493,144,7
2730,Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Individual,Manual,Second Owner,Convertible,18.9,1197,138,5
2731,Maruti Wagon R LX,2005,110000,110000,Petrol,Individual,Manual,First Owner,Wagon,18.9,998,116,5
2732,Tata Indica Vista TDI LS,2012,119000,95000,Diesel,Individual,Manual,Second Owner,Hatchback,19.4,1405,152,5
2733,Honda Amaze S i-Dtech,2015,600000,25000,Diesel,Individual,Manual,First Owner,Jeep,25.8,1498,162,5
2734,Maruti Zen Estilo LXI Green (CNG),2011,200000,80000,CNG,Individual,Manual,First Owner,Jeep,26.3,998,139,5
2735,Tata Zest Quadrajet 1.3 XMS,2014,280000,60000,Diesel,Individual,Manual,Second Owner,Wagon,23,1248,190,5
2736,Skoda Rapid 1.6 MPI Ambition,2013,375000,100000,Petrol,Individual,Manual,First Owner,Coupe,15,1598,178,5
2737,Datsun GO Plus T Option BSIV,2016,350000,50000,Petrol,Individual,Manual,First Owner,Wagon,19.44,1198,117,7
2738,Hyundai Xcent 1.2 CRDi SX Option,2017,620000,31000,Diesel,Individual,Manual,First Owner,Hatchback,25.4,1186,149,5
2739,Maruti Swift Dzire VDI,2017,570000,120000,Diesel,Individual,Manual,First Owner,Convertible,26.59,1248,181,5
2740,Maruti Swift Dzire VDi,2012,290000,105000,Diesel,Individual,Manual,Second Owner,Coupe,19.3,1248,185,5
2741,Maruti Ertiga SHVS ZDI Plus,2016,711000,120000,Diesel,Individual,Manual,First Owner,MUV/SUV,24.52,1248,162,7
2742,Maruti Swift VDI,2012,370000,60000,Diesel,Individual,Manual,First Owner,MUV/SUV,22.9,1248,142,5
2743,Maruti Dzire LXI,2020,550000,15000,Petrol,Individual,Manual,First Owner,Wagon,23.26,1197,115,5
2744,Maruti Swift VXI,2013,325000,150000,Petrol,Individual,Manual,Second Owner,Jeep,18.6,1197,137,5
2745,Honda Amaze VX Diesel BSIV,2018,670000,93000,Diesel,Individual,Manual,First Owner,Hatchback,27.4,1498,139,5
2746,Hyundai i10 Magna 1.1L,2017,385000,42000,Petrol,Individual,Manual,Second Owner,Coupe,19.81,1086,107,5
2747,Hyundai Santro Xing GLS,2008,114999,80000,Petrol,Individual,Manual,Second Owner,Hatchback,17.92,1086,112,5
2748,Hyundai Santro Xing GLS,2010,200000,90000,Petrol,Individual,Manual,First Owner,Hatchback,17.92,1086,151,5
2749,Maruti Vitara Brezza VDi AMT,2019,860000,6500,Diesel,Individual,Automatic,First Owner,Sedan,24.3,1248,142,5
2750,Maruti Baleno Delta 1.3,2018,600000,60000,Diesel,Individual,Manual,First Owner,Coupe,27.39,1248,193,5
2751,Maruti Alto K10 VXI,2016,265000,110000,Petrol,Individual,Manual,First Owner,Sedan,23.95,998,97,5
2752,Tata Indica V2 Emax CNG GLX,2015,155000,60000,CNG,Individual,Manual,Second Owner,Sedan,23.7,1193,136,5
2753,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2019,900000,60000,Diesel,Individual,Manual,First Owner,Jeep,25.1,1248,154,5
2754,Maruti Ertiga VDI,2013,650000,170000,Diesel,Individual,Manual,Third Owner,MUV/SUV,20.77,1248,137,7
2755,Maruti 800 EX,2004,70000,220000,Petrol,Individual,Manual,Second Owner,Van,16.1,796,61,4
2756,Maruti Alto 800 LXI,2012,180000,80000,Petrol,Individual,Manual,First Owner,Convertible,22.74,796,61,5
2757,Hyundai EON Magna Plus,2013,200000,57000,Petrol,Individual,Manual,First Owner,Coupe,21.1,814,96,5
2758,Hyundai i10 Magna 1.1L,2014,300000,100000,Petrol,Individual,Manual,First Owner,Sedan,19.81,1086,148,5
2759,Hyundai Verna 1.6 VTVT S,2015,650000,40000,Petrol,Individual,Manual,First Owner,Sedan,17.01,1591,199,5
2760,Maruti Alto 800 LXI,2014,267000,40000,Petrol,Individual,Manual,First Owner,Sedan,22.74,796,57,5
2761,Maruti Wagon R LXI CNG,2018,450000,50000,CNG,Individual,Manual,First Owner,Van,26.6,998,106,5
2762,Hyundai Grand i10 Sportz,2014,400000,90000,Petrol,Individual,Manual,Second Owner,Wagon,18.9,1197,125,5
2763,Mahindra Xylo D4 BSIV,2012,310000,86000,Diesel,Individual,Manual,First Owner,Convertible,14,2498,327,8
2764,Tata Nano Cx,2009,70000,15000,Petrol,Individual,Manual,First Owner,Van,26,624,52,4
2765,Mahindra Bolero 2011-2019 EX AC,2017,675000,70000,Diesel,Individual,Manual,Second Owner,Wagon,15.96,2523,397,7
2766,Ford Classic 1.6 Duratec Titanium,2013,350000,120000,Petrol,Individual,Manual,First Owner,Coupe,14.09,1596,163,5
2767,Maruti Alto K10 VXI,2014,240000,80000,Petrol,Individual,Manual,Second Owner,Van,23.95,998,120,5
2768,Tata Indigo CS LX (TDI) BS-III,2014,185000,80000,Diesel,Individual,Manual,Second Owner,Sedan,19.09,1405,130,5
2769,Hyundai EON Era Plus,2017,250000,50000,Petrol,Individual,Manual,First Owner,Van,21.1,814,64,5
2770,Maruti Alto LXi,2009,135000,100000,Petrol,Individual,Manual,First Owner,MUV/SUV,19.7,796,57,5
2771,Hyundai Verna 1.6 SX,2011,500000,80000,Diesel,Individual,Manual,First Owner,Hatchback,22.32,1582,218,5
2772,Tata New Safari DICOR 2.2 VX 4x2,2010,300000,108957,Diesel,Individual,Manual,First Owner,Van,13.93,2179,273,7
2773,Tata Tiago 1.2 Revotron XT,2017,328000,68000,Petrol,Individual,Manual,Second Owner,Convertible,23.84,1199,149,5
2774,Mahindra Bolero 2011-2019 SLE BSIII,2015,509999,65000,Diesel,Individual,Manual,First Owner,Van,15.96,2523,380,7
2775,Mahindra Xylo H9,2015,575000,110000,Diesel,Individual,Manual,Second Owner,Jeep,14.02,2179,320,8
2776,Mahindra Xylo E8 ABS Airbag BSIV,2012,700000,50000,Diesel,Individual,Manual,First Owner,Van,12.2,2498,328,8
2777,Maruti Wagon R LXI Minor,2008,105000,100000,Petrol,Individual,Manual,Third Owner,Jeep,18.9,1061,101,5
2778,Maruti 800 AC,2008,60000,80000,Petrol,Individual,Manual,Second Owner,Hatchback,16.1,796,53,4
2779,Maruti Alto LXi BSIII,2008,112999,80000,Petrol,Individual,Manual,Third Owner,Convertible,19.7,796,61,5
2780,Tata Indica Vista TDI LS,2015,229999,120000,Diesel,Individual,Manual,Second Owner,Van,19.1,1405,138,5
2781,Ford Figo Diesel ZXI,2012,325000,150000,Diesel,Individual,Manual,First Owner,Sedan,20,1399,165,5
2782,Hyundai i20 1.2 Spotz,2017,650000,20000,Petrol,Individual,Manual,First Owner,MUV/SUV,18.6,1197,138,5
2783,Tata Indigo LX,2009,85000,80000,Diesel,Individual,Manual,Second Owner,Sedan,17,1405,144,5
2784,Honda Mobilio RS Option i DTEC,2015,570000,93000,Diesel,Individual,Manual,Second Owner,Sedan,24.5,1498,132,7
2785,Maruti Swift VDI BSIV,2015,525000,134000,Diesel,Individual,Manual,First Owner,Jeep,25.2,1248,189,5
2786,Hyundai i20 Magna,2013,350000,90000,Petrol,Individual,Manual,Second Owner,Sedan,18.5,1197,131,5
2787,Maruti Swift VXI with ABS,2007,250000,60000,Petrol,Individual,Manual,First Owner,Van,16.6,1197,142,5
2788,Mahindra Xylo D2 BS IV,2010,300000,120000,Diesel,Individual,Manual,Second Owner,Wagon,14,2489,272,8
2789,Jeep Compass 2.0 Limited Option,2017,1325000,30000,Diesel,Individual,Manual,First Owner,Coupe,17.1,1956,266,5
2790,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,650000,22200,Diesel,Individual,Manual,First Owner,Sedan,22.54,1396,194,5
2791,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,520000,6000,Petrol,Individual,Manual,First Owner,Convertible,18.9,1197,129,5
2792,Maruti Swift VXI Deca,2016,500000,32000,Petrol,Individual,Manual,First Owner,Van,20.4,1197,144,5
2793,Renault KWID RXL,2016,220000,90000,Petrol,Individual,Manual,First Owner,Van,25.17,799,59,5
2794,Maruti Ciaz 1.3 Alpha,2017,650000,78000,Diesel,Individual,Manual,Third Owner,Sedan,28.09,1248,186,5
2795,Honda WR-V i-VTEC VX,2017,819999,12000,Petrol,Individual,Manual,First Owner,Convertible,17.5,1199,115,5
2796,Renault Duster 85PS Diesel RxL Explore,2016,645000,120000,Diesel,Individual,Manual,First Owner,Convertible,19.87,1461,146,5
2797,Maruti Ertiga SHVS VDI,2015,780000,40000,Diesel,Individual,Manual,First Owner,Jeep,24.52,1248,180,7
2798,Honda City 2017-2020 EXi,2008,215000,110000,Petrol,Individual,Manual,Second Owner,MUV/SUV,17.7,1497,169,5
2799,Toyota Innova 2.5 V Diesel 7-seater,2007,600000,260000,Diesel,Individual,Manual,Third Owner,Convertible,12.8,2494,323,7
2800,Maruti Alto LX,2011,114999,10000,Petrol,Individual,Manual,First Owner,Sedan,19.7,796,57,5
2801,Tata Indica V2 LSi,2012,75000,12000,Petrol,Individual,Manual,First Owner,Coupe,16.84,1193,114,5
2802,Chevrolet Beat LT,2011,120000,60000,Petrol,Individual,Manual,First Owner,MUV/SUV,18.6,1199,112,5
2803,Renault KWID RXT Optional,2016,250000,41000,Petrol,Individual,Manual,First Owner,Coupe,25.17,799,58,5
2804,Maruti Omni E MPI STD BS IV,2018,200000,25000,Petrol,Individual,Manual,First Owner,Coupe,16.8,796,54,8
2805,Hyundai Xcent 1.2 Kappa S,2015,380000,30000,Petrol,Individual,Manual,First Owner,Jeep,19.1,1197,118,5
2806,Honda Amaze S Option i-DTEC,2018,560000,50000,Diesel,Individual,Manual,First Owner,Coupe,25.8,1498,183,5
2807,Maruti Ignis 1.2 Zeta BSIV,2018,575000,10000,Petrol,Individual,Manual,First Owner,Van,20.89,1197,106,5
2808,Mahindra Bolero Power Plus SLE,2017,620000,40000,Diesel,Individual,Manual,First Owner,Convertible,16.5,1493,153,7
2809,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2012,525000,120000,Diesel,Individual,Manual,First Owner,Sedan,12.05,2179,294,8
2810,Maruti Swift Dzire VDI,2017,635000,40000,Diesel,Individual,Manual,First Owner,MUV/SUV,26.59,1248,188,5
2811,Renault Duster Adventure Edition RXZ AWD,2016,650000,80000,Diesel,Individual,Manual,First Owner,Van,19.72,1461,196,5
2812,Maruti 800 Std,2001,39000,42108,Petrol,Individual,Manual,First Owner,Coupe,16.1,796,59,4
2813,Ford Figo Aspire 1.5 TDCi Titanium Opt,2017,550000,70000,Diesel,Individual,Manual,Second Owner,Sedan,25.83,1498,184,5
2814,Maruti Ritz VDi,2009,145000,150000,Diesel,Individual,Manual,Third Owner,Jeep,21.1,1248,170,5
2815,Tata Indigo LS,2007,130000,100000,Diesel,Individual,Manual,Third Owner,Coupe,16.1,1405,136,5
2816,Maruti Ertiga ZDI Plus,2017,825000,79000,Diesel,Dealer,Manual,First Owner,Van,25.47,1248,138,7
2817,Toyota Fortuner 4x2 AT,2015,1650000,91000,Diesel,Dealer,Automatic,Second Owner,Wagon,12.55,2982,393,7
2818,Maruti Vitara Brezza ZDi,2018,875000,50000,Diesel,Dealer,Manual,First Owner,MUV/SUV,24.3,1248,168,5
2819,Maruti Ciaz ZDi Plus SHVS,2016,650000,81000,Diesel,Dealer,Manual,Second Owner,Hatchback,28.09,1248,180,5
2820,Jaguar XF 3.0 Litre S Premium Luxury,2014,2000000,51000,Diesel,Individual,Automatic,First Owner,MUV/SUV,14.74,2993,317,5
2821,BMW X1 sDrive 20d Sportline,2018,2850000,27000,Diesel,Dealer,Automatic,First Owner,Coupe,17.05,1995,282,5
2822,Audi Q3 35 TDI Quattro Premium Plus,2018,2800000,26000,Diesel,Dealer,Automatic,First Owner,Sedan,15.73,1968,230,5
2823,BMW 5 Series 520d Sport Line,2018,3900000,17100,Diesel,Dealer,Automatic,First Owner,Convertible,22.48,1995,280,5
2824,Chevrolet Sail 1.3 LS,2013,246000,56000,Diesel,Dealer,Manual,First Owner,Hatchback,22.1,1248,200,5
2825,Honda Amaze S Diesel,2013,325000,60000,Diesel,Dealer,Manual,Second Owner,Hatchback,24.7,1498,192,5
2826,Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,Wagon,16,1368,183,5
2827,Honda BRV i-VTEC V CVT,2017,850000,30000,Petrol,Dealer,Automatic,First Owner,Hatchback,15.4,1497,192,7
2828,Volkswagen Vento 1.5 TDI Comfortline,2015,560000,43001,Diesel,Dealer,Manual,First Owner,Sedan,22.27,1498,160,5
2829,Maruti Ertiga VDI,2015,575000,60000,Diesel,Dealer,Manual,First Owner,MUV/SUV,25.47,1248,172,7
2830,Maruti Celerio VXi AMT,2019,470000,9000,Petrol,Dealer,Automatic,First Owner,Convertible,21.63,998,91,5
2831,Tata Indigo CS LS (TDI) BS-III,2014,221000,65000,Diesel,Dealer,Manual,First Owner,Sedan,19.09,1405,161,5
2832,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,680000,95000,Diesel,Dealer,Manual,First Owner,Jeep,12.99,2494,330,8
2833,Ford Endeavour 2.5L 4X2,2013,700000,62000,Diesel,Dealer,Manual,First Owner,Convertible,13.1,2499,327,7
2834,Volvo S60 D4 SUMMUM,2016,1950000,48000,Diesel,Dealer,Automatic,First Owner,Convertible,9,1984,293,5
2835,Hyundai Creta 1.6 CRDi AT SX Plus,2015,875000,72000,Diesel,Dealer,Automatic,First Owner,Van,17.01,1582,199,5
2836,Hyundai Verna CRDi 1.6 SX Option,2017,850000,35000,Diesel,Individual,Manual,Third Owner,Convertible,22,1582,185,5
2837,Renault Duster 85PS Diesel RxL Optional,2013,550000,100600,Diesel,Individual,Manual,Third Owner,Sedan,20.46,1461,196,5
2838,Maruti Swift Dzire VDI,2013,480000,105000,Diesel,Individual,Manual,Third Owner,Van,23.4,1248,142,5
2839,Mahindra Scorpio Intelli Hybrid S10 4WD,2017,1050000,90000,Diesel,Individual,Manual,First Owner,Van,15.4,2179,289,7
2840,Mahindra Bolero 2011-2019 ZLX,2016,631000,92385,Diesel,Individual,Manual,First Owner,Wagon,15.96,2523,396,7
2841,Tata Nano Twist XT,2015,165000,25000,Petrol,Individual,Manual,First Owner,MUV/SUV,25.4,624,52,4
2842,Maruti Ritz VXI,2010,320000,60000,Petrol,Individual,Manual,Second Owner,MUV/SUV,21.1,1197,138,5
2843,Maruti Ritz ZXi,2012,360000,100000,Petrol,Individual,Manual,Second Owner,Van,18.5,1197,114,5
2844,Hyundai Santro Xing XG AT,2004,130000,100000,Petrol,Individual,Automatic,Second Owner,Jeep,19.41878336,1458,159,7
2845,Hyundai Elantra GT,2006,175000,25000,Petrol,Individual,Manual,Third Owner,Hatchback,13,1795,194,5
2846,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,725000,120000,Diesel,Individual,Manual,First Owner,Coupe,22.54,1396,196,5
2847,Fiat Linea Classic 1.3 Multijet,2014,280000,185000,Diesel,Individual,Manual,Third Owner,Wagon,19.5,1248,129,5
2848,Volkswagen Polo Diesel Highline 1.2L,2011,325000,134000,Diesel,Individual,Manual,Second Owner,Van,22.07,1199,130,5
2849,Ford Figo Diesel ZXI,2014,320000,120000,Diesel,Individual,Manual,Third Owner,Jeep,20,1399,180,5
2850,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,120000,Petrol,Individual,Manual,First Owner,Hatchback,18.9,1197,121,5
2851,Mahindra XUV500 W6 2WD,2014,825000,165000,Diesel,Individual,Manual,Second Owner,Hatchback,15.1,2179,311,7
2852,Maruti Ritz LDi,2016,350000,120000,Diesel,Individual,Manual,Third Owner,Hatchback,23.2,1248,172,5
2853,Hyundai i20 1.4 CRDi Sportz,2011,470000,89000,Diesel,Individual,Manual,First Owner,MUV/SUV,23,1396,137,5
2854,Mahindra Renault Logan 1.5 DLE Diesel,2009,125000,120000,Diesel,Individual,Manual,Third Owner,Sedan,19.2,1461,162,5
2855,Hyundai Elantra GLS,2006,140000,120000,Petrol,Individual,Automatic,First Owner,Hatchback,13.1,1795,168,5
2856,Honda Amaze VX i-DTEC,2013,484999,50000,Diesel,Individual,Manual,First Owner,MUV/SUV,25.8,1498,171,5
2857,Maruti Alto 800 LXI,2018,308000,15000,Petrol,Individual,Manual,First Owner,Van,24.7,796,53,5
2858,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,570000,13000,Petrol,Individual,Manual,First Owner,Wagon,18.9,1197,146,5
2859,Toyota Fortuner 3.0 Diesel,2010,900000,240000,Diesel,Individual,Manual,First Owner,Coupe,11.5,2982,361,7
2860,Jeep Compass 2.0 Limited 4X4,2017,1800000,45000,Diesel,Individual,Manual,First Owner,Hatchback,16.3,1956,260,5
2861,Mahindra Jeep MM 550 XDB,2005,400000,30000,Diesel,Individual,Manual,Second Owner,Convertible,19.41878336,1458,175,7
2862,Maruti Swift Dzire AMT VXI,2018,680000,28000,Petrol,Individual,Automatic,First Owner,Wagon,21.21,1197,100,5
2863,Maruti Swift Dzire ZDI,2017,700000,70000,Diesel,Individual,Manual,First Owner,Coupe,28.4,1248,150,5
2864,Mahindra Xylo E4,2011,240000,116000,Diesel,Individual,Manual,First Owner,Hatchback,14,2498,309,7
2865,Hyundai EON Era Plus,2014,280000,90000,Petrol,Individual,Manual,First Owner,Jeep,21.1,814,72,5
2866,Tata Indica Vista Aqua 1.4 TDI,2010,125000,120000,Diesel,Individual,Manual,Second Owner,Van,17,1405,159,5
2867,Ford Fiesta 1.4 SXi TDCi,2009,130000,100000,Diesel,Individual,Manual,Third Owner,Sedan,19.41878336,1458,163,7
2868,Maruti Swift VXI Windsong Limited edition,2015,434999,50000,Petrol,Individual,Manual,Second Owner,Wagon,20.4,1197,110,5
2869,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,Diesel,Individual,Manual,First Owner,Convertible,12.99,2494,285,7
2870,Volvo V40 Cross Country D3,2013,1200000,72500,Diesel,Individual,Automatic,Second Owner,Sedan,23.3,1984,234,5
2871,Volkswagen Vento Diesel Highline,2013,400000,120000,Diesel,Individual,Manual,Second Owner,Wagon,20.54,1598,206,5
2872,Mahindra XUV500 W6 2WD,2014,850000,120000,Diesel,Individual,Manual,First Owner,MUV/SUV,15.1,2179,311,7
2873,Hyundai i20 Asta 1.4 CRDi,2014,475000,83000,Diesel,Individual,Manual,Second Owner,Coupe,22.54,1396,148,5
2874,Ford Ikon 1.6 EXi NXt,2003,150000,40000,Petrol,Individual,Manual,Third Owner,Sedan,14.2,1597,206,5
2875,Toyota Fortuner 2.8 2WD MT BSIV,2018,2900000,46000,Diesel,Individual,Manual,First Owner,MUV/SUV,14.24,2755,334,7
2876,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1100000,137000,Diesel,Individual,Manual,First Owner,Coupe,12.99,2494,304,7
2877,Maruti Alto 800 LXI,2017,285000,25000,Petrol,Individual,Manual,Second Owner,Wagon,24.7,796,59,5
2878,Hyundai Grand i10 1.2 CRDi Asta,2018,650000,50000,Diesel,Individual,Manual,First Owner,Sedan,24,1186,109,5
2879,Maruti A-Star Vxi,2012,275000,60000,Petrol,Individual,Manual,First Owner,Hatchback,19,998,137,5
2880,Maruti 800 AC,2000,60000,100000,Petrol,Individual,Manual,Second Owner,Convertible,16.1,796,61,4
2881,Mahindra Logan Diesel 1.5 DLS,2011,229999,105000,Diesel,Individual,Manual,Second Owner,Hatchback,19.2,1461,168,5
2882,Maruti Alto K10 LX,2015,300000,20000,Petrol,Individual,Manual,First Owner,Jeep,23.95,998,127,5
2883,Maruti Ertiga SHVS ZDI Plus,2016,940000,50000,Diesel,Individual,Manual,First Owner,Coupe,24.52,1248,200,7
2884,Maruti Ciaz ZDi,2015,600000,120000,Diesel,Individual,Manual,Second Owner,Sedan,26.21,1248,201,5
2885,Maruti Baleno Alpha 1.3,2017,800000,70000,Diesel,Individual,Manual,First Owner,Jeep,27.39,1248,150,5
